src_ip,total_sessions,username_entropy,password_entropy,command_entropy
124.71.211.132,1,0.0,0.0,0.0
124.71.47.74,3,0.0,1.0,1.0
124.88.117.115,1,0.0,0.0,0.0
125.122.96.17,2,0.0,0.0,0.0
125.124.106.113,2,0.0,0.0,0.0
125.124.130.124,1,0.0,0.0,4.321928094887362
125.124.149.14,6,1.584962500721156,1.584962500721156,1.0
125.124.156.124,4,0.0,1.0,1.0
125.124.157.251,7,1.5219280948873626,1.9219280948873625,1.0
125.124.167.89,27,4.392317422778759,4.165894208390023,0.0
125.124.183.254,3,1.584962500721156,1.584962500721156,4.277613436819116
125.124.191.116,3,0.9182958340544894,1.584962500721156,1.0
125.124.209.172,6,0.9182958340544894,1.584962500721156,4.201841232302569
125.124.218.23,31,3.906890595608519,3.5898980954642874,0.0
125.124.234.151,7,1.584962500721156,1.9182958340544896,1.0
125.124.239.24,1,0.0,0.0,0.0
125.124.35.102,1,0.0,0.0,0.0
125.124.42.183,6,1.584962500721156,1.9182958340544896,1.0
125.124.50.87,2,0.0,0.0,1.0
125.124.73.167,1,0.0,0.0,0.0
125.140.244.144,1,0.0,0.0,0.0
125.141.193.42,1,0.0,0.0,0.0
125.141.84.135,3,0.7219280948873623,0.9709505944546688,2.0
125.142.39.13,2,0.0,0.0,0.0
125.142.74.116,1,0.0,0.0,0.0
125.143.224.252,1,0.0,0.0,0.0
125.163.60.35,1,0.0,0.0,0.0
125.18.49.130,6,1.5219280948873626,1.9219280948873625,1.0
125.185.13.18,3,0.9182958340544894,1.584962500721156,1.0
125.187.201.200,1,0.0,1.0,3.0
125.19.244.62,1,0.0,0.0,0.0
125.20.46.114,1,0.0,0.0,0.0
125.202.240.127,1,0.0,0.0,0.0
125.21.59.218,3,0.9182958340544894,1.584962500721156,1.0
125.228.118.173,3,0.9182958340544894,1.584962500721156,1.0
125.229.65.111,3,0.9182958340544894,1.584962500721156,1.0
125.27.223.109,1,0.0,0.0,0.0
125.39.179.192,3,0.0,0.0,0.0
125.42.19.68,1,0.0,0.0,0.0
125.46.49.120,2,0.0,0.0,0.0
125.64.209.11,2,0.0,0.0,0.0
125.67.61.202,3,1.584962500721156,1.584962500721156,0.0
125.72.54.155,7,0.0,0.0,0.0
125.72.54.6,2,0.0,0.0,0.0
125.74.195.143,2,0.0,0.0,0.0
125.74.237.67,2,0.0,0.0,0.0
125.75.110.72,3,0.9182958340544894,1.584962500721156,1.0
125.76.228.194,3,0.0,0.0,4.247927513443585
125.82.243.223,1,0.0,0.0,0.0
125.88.169.233,1,0.0,0.0,0.0
125.88.213.21,1,0.0,0.0,0.0
125.88.218.164,3,0.9182958340544894,1.584962500721156,1.0
125.88.222.23,6,1.5,2.0,4.277613436819116
125.88.236.183,1,0.0,0.0,0.0
125.88.245.6,1,0.0,0.0,0.0
125.91.108.190,1,0.0,0.0,0.0
125.91.109.84,30,1.584962500721156,1.584962500721156,0.0
125.91.17.251,1,0.0,0.0,0.0
125.91.34.106,3,0.0,0.0,0.0
125.92.144.29,1,0.0,0.0,0.0
128.1.131.221,2,0.0,0.0,0.0
128.1.32.99,4,0.0,0.0,0.0
128.14.236.41,4,0.0,0.0,0.0
128.168.100.109,1,0.0,0.0,0.0
128.185.12.179,1,0.0,0.0,0.0
128.185.179.78,4,0.9182958340544894,0.9182958340544894,3.095795255000934
128.199.128.242,3,0.9182958340544894,1.584962500721156,1.0
128.199.14.230,3,0.9182958340544894,1.584962500721156,1.0
128.199.142.254,30,4.773557262275185,4.840223928941851,0.0
128.199.146.224,33,4.923181998146332,4.801969876934211,1.0
128.199.148.185,3,0.9182958340544894,1.584962500721156,1.0
128.199.164.124,30,4.840223928941851,4.681727678869736,0.0
128.199.174.17,3,0.9182958340544894,1.584962500721156,1.0
128.199.183.223,3,0.9182958340544894,1.584962500721156,1.0
128.199.188.253,6,1.584962500721156,1.9182958340544896,1.0
128.199.19.138,3,0.9182958340544894,1.584962500721156,1.0
128.199.20.225,3,0.9182958340544894,1.584962500721156,1.0
128.199.214.193,30,4.840223928941851,4.681727678869736,0.0
128.199.225.7,1,0.0,0.0,0.0
128.199.25.46,3,0.9182958340544894,1.584962500721156,1.0
128.199.27.93,60,5.906890595608517,5.406890595608518,0.0
128.199.70.247,3,0.9182958340544894,1.584962500721156,1.0
128.199.76.225,3,0.9182958340544894,1.584962500721156,1.0
128.199.91.4,3,0.9182958340544894,1.584962500721156,1.0
128.199.95.60,3,0.9182958340544894,1.584962500721156,1.0
128.201.78.253,3,0.9182958340544894,1.584962500721156,1.0
128.203.200.49,1,0.0,0.0,0.0
128.203.201.203,1,0.0,0.0,0.0
128.203.206.239,1,0.0,0.0,0.0
129.153.131.227,3,0.9182958340544894,1.584962500721156,1.0
129.154.208.243,2,0.0,0.0,0.0
129.213.226.156,36,4.871178126382217,4.3921472236645345,1.0
129.222.28.111,2,0.0,0.0,0.0
129.222.79.197,3,0.9182958340544894,1.584962500721156,1.0
129.226.55.22,6,1.584962500721156,1.9182958340544896,1.0
13.114.60.204,3,0.9182958340544894,1.584962500721156,1.0
13.232.185.191,3,0.9182958340544894,1.584962500721156,1.0
13.59.65.15,4,0.0,0.0,0.0
13.89.125.20,1,0.0,0.0,0.0
130.185.96.125,2,0.0,0.0,0.0
130.61.224.219,1,0.0,0.0,0.0
130.61.32.212,1,0.0,0.0,0.0
131.72.183.198,6,1.584962500721156,1.9182958340544896,1.0
132.145.56.35,3,0.9182958340544894,1.584962500721156,1.0
132.164.153.44,1,0.0,0.0,0.0
133.223.33.42,6,0.9182958340544894,1.9182958340544896,1.0
134.122.112.138,10,0.0,3.1699250014423126,0.0
134.122.120.44,5,0.0,0.0,0.0
134.122.191.205,39,4.663909765557392,4.093139062229567,1.0
134.122.23.217,3,0.9182958340544894,1.584962500721156,1.0
134.122.24.176,65,4.313602883918149,5.316024413893479,0.0
134.122.65.94,73,5.909440452801154,5.909440452801154,0.0
134.122.8.241,3,0.9182958340544894,1.584962500721156,1.0
134.17.16.19,3,0.9182958340544894,1.584962500721156,1.0
134.199.145.61,235,5.776970127332715,6.652383128490401,0.0
134.199.151.241,235,5.776970127332715,6.652383128490401,0.0
134.199.154.144,235,5.776970127332715,6.652383128490402,0.0
134.199.158.187,235,5.776970127332715,6.652383128490401,0.0
134.199.168.12,235,5.776970127332715,6.652383128490404,0.0
134.199.212.214,1,0.0,0.0,0.0
134.199.214.82,12,0.0,0.0,0.0
134.199.219.1,1,0.0,0.0,0.0
134.199.225.42,3,0.9182958340544894,1.584962500721156,1.0
134.199.239.63,1,0.0,0.0,0.0
134.209.100.42,6,1.584962500721156,1.9182958340544896,1.0
134.209.103.135,33,4.983788058752394,4.741363816328151,1.0
134.209.111.132,1,0.0,0.0,0.0
134.209.120.69,4,0.0,1.0,3.0
134.209.149.92,13,0.0,0.0,0.0
134.209.152.88,31,2.979380795907081,2.811016894330513,1.0
134.209.153.92,2,0.0,0.0,0.0
134.209.162.179,3,0.9182958340544894,1.584962500721156,1.0
134.209.168.219,7,1.584962500721156,1.9182958340544896,1.0
134.209.170.204,3,0.9182958340544894,1.584962500721156,1.0
134.209.176.25,6,1.584962500721156,1.9182958340544896,1.0
134.209.21.102,207,2.019263792853558,7.634292335425144,0.0
134.209.46.143,30,4.906890595608518,4.18517444712841,0.0
134.209.47.122,13,1.950825794518089,3.584962500721157,0.0
134.209.86.66,18,3.051601636871704,3.807763576417195,0.0
134.88.131.242,7,0.8112781244591328,0.8112781244591328,0.0
134.88.133.35,2,0.0,0.0,0.0
134.88.48.158,4,0.0,1.459147917027245,2.1996877947313282
134.88.49.161,3,0.0,0.0,0.0
134.88.49.234,3,0.0,0.0,0.0
134.88.53.222,3,0.0,0.0,0.0
134.88.54.125,5,0.0,0.0,0.0
134.88.54.245,3,0.0,0.0,0.0
134.88.90.139,1,0.0,0.0,0.0
135.0.208.122,3,0.9182958340544894,1.584962500721156,1.0
135.125.200.99,33,4.983788058752394,4.513794876803091,1.0
135.180.232.108,1,0.0,0.0,0.0
135.236.224.91,3,0.9182958340544894,1.584962500721156,1.0
135.237.126.41,1,0.0,0.0,0.0
135.237.127.76,1,0.0,0.0,0.0
136.232.11.10,11,1.3092966682370037,2.5503407095463886,3.894914133686669
136.232.203.134,9,1.974937501201927,2.113283334294875,1.0
137.184.153.28,12,1.0,1.0,0.0
137.184.165.103,1,0.0,0.0,0.0
137.184.188.114,2,0.0,0.0,0.0
137.184.224.234,13,3.084962500721156,3.41829583405449,0.0
137.184.36.41,1,0.0,0.0,0.0
137.184.53.139,16,0.9182958340544894,0.9182958340544894,0.0
137.184.8.144,36,4.892147223664535,4.781036112553425,1.0
137.184.81.17,3,0.9182958340544894,1.584962500721156,1.0
137.184.86.214,4,0.9182958340544894,1.584962500721156,0.0
137.184.97.209,1,0.0,0.0,0.0
137.220.134.234,1,0.0,0.0,0.0
137.220.58.247,1,0.0,0.0,0.0
137.74.181.244,1,0.0,0.0,0.0
137.74.181.246,1,0.0,0.0,0.0
137.74.181.250,1,0.0,0.0,0.0
138.197.102.26,3,0.9182958340544894,1.584962500721156,1.0
138.197.132.54,11,0.9219280948873624,3.321928094887362,0.0
138.197.139.140,1,0.0,0.0,0.0
138.197.143.6,3,0.9182958340544894,1.584962500721156,1.0
138.197.165.12,3,0.9182958340544894,1.584962500721156,1.0
138.197.29.172,30,4.906890595608518,4.640223928941852,0.0
138.197.4.179,3,0.9182958340544894,1.584962500721156,1.0
138.197.71.224,65,0.9182958340544894,1.584962500721156,0.0
138.2.175.175,1,0.0,0.0,0.0
138.204.127.54,9,1.974937501201927,2.113283334294875,1.0
138.68.105.100,15,2.0,2.0,0.0
138.68.107.44,3,0.9182958340544894,1.584962500721156,1.0
138.68.129.204,13,0.0,0.0,0.0
138.68.51.111,3,0.9182958340544894,1.584962500721156,1.0
138.68.84.236,3,1.0,1.0,0.0
138.68.91.226,104,5.672425341971495,5.672425341971495,0.0
138.84.41.34,3,0.9182958340544894,1.584962500721156,1.0
138.91.104.238,1,0.0,0.0,0.0
139.144.169.191,6,0.0,0.0,0.0
139.144.52.241,28,0.0,0.0,0.0
139.150.69.56,3,0.9182958340544894,1.584962500721156,1.0
139.159.102.236,1,0.0,0.0,0.0
139.159.245.65,1,0.0,0.0,0.0
139.19.117.130,240,1.0,0.0,0.0
139.198.190.77,1,0.0,0.0,0.0
139.213.240.6,2,0.0,0.0,0.0
139.227.252.121,1,0.0,0.0,0.0
139.227.252.208,2,0.0,0.0,4.321928094887362
139.59.1.79,3,0.9182958340544894,1.584962500721156,1.0
139.59.11.192,3,0.9182958340544894,1.584962500721156,1.0
139.59.115.228,3,0.9182958340544894,1.584962500721156,1.0
139.59.119.25,3,0.9182958340544894,1.584962500721156,1.0
139.59.126.201,3,0.9182958340544894,1.584962500721156,1.0
139.59.16.54,3,0.9182958340544894,1.584962500721156,1.0
139.59.173.98,6,1.584962500721156,1.9182958340544896,1.0
139.59.188.13,3,0.9182958340544894,1.584962500721156,1.0
139.59.21.115,3,0.9182958340544894,1.584962500721156,1.0
139.59.226.77,12,1.9182958340544896,2.251629167387823,1.0
139.59.25.218,6,1.584962500721156,1.9182958340544896,1.0
139.59.250.122,13,0.0,0.0,0.0
139.59.255.94,3,0.9182958340544894,1.584962500721156,1.0
139.59.34.255,3,0.9182958340544894,1.584962500721156,1.0
139.59.4.122,3,0.9182958340544894,1.584962500721156,1.0
139.59.57.25,1,0.0,0.0,0.0
139.59.64.179,3,0.9182958340544894,1.584962500721156,1.0
139.59.66.39,3,0.9182958340544894,1.584962500721156,1.0
139.59.67.69,13,0.0,0.0,0.0
139.59.79.179,4,0.0,0.0,0.0
139.59.93.213,1,0.0,0.0,0.0
139.59.96.105,2,0.0,0.0,0.0
139.99.171.145,3,0.9182958340544894,1.584962500721156,1.0
139.99.35.35,1,0.0,0.0,0.0
14.102.3.170,1,0.0,0.0,0.0
14.103.105.36,3,0.0,1.0,1.0
14.103.105.45,4,0.0,0.0,4.247927513443585
14.103.105.48,7,1.5219280948873626,1.9219280948873625,1.0
14.103.107.21,3,0.0,1.0,1.0
14.103.107.228,1,0.0,0.0,0.0
14.103.107.233,1,0.0,0.0,0.0
14.103.107.234,4,0.0,1.0,0.0
14.103.107.252,3,0.0,0.0,0.0
14.103.107.42,16,2.807354922057605,2.521640636343319,3.321928094887362
14.103.108.102,2,1.0,1.0,1.0
14.103.111.109,2,0.0,0.0,0.0
14.103.111.110,1,0.0,0.0,0.0
14.103.111.127,28,2.75,2.5,4.201841232302569
14.103.111.15,1,0.0,0.0,0.0
14.103.112.100,1,0.0,0.0,0.0
14.103.112.105,3,0.9182958340544894,1.584962500721156,1.0
14.103.112.106,1,0.0,0.0,0.0
14.103.112.109,3,0.9182958340544894,1.584962500721156,1.0
14.103.112.110,2,0.0,1.0,1.0
14.103.112.112,1,0.0,0.0,0.0
14.103.112.122,7,1.584962500721156,1.9182958340544896,1.0
14.103.112.141,3,0.9182958340544894,1.584962500721156,1.0
14.103.112.233,3,0.0,0.0,4.247927513443585
14.103.112.35,4,0.8112781244591328,2.0,0.9182958340544894
14.103.112.42,3,0.0,0.0,0.0
14.103.112.55,2,0.0,1.0,1.0
14.103.113.235,2,0.0,0.0,0.0
14.103.114.137,3,0.0,0.0,0.0
14.103.114.194,1,0.0,0.0,0.0
14.103.114.196,1,0.0,0.0,0.0
14.103.114.218,1,0.0,0.0,0.0
14.103.114.22,18,1.7924812503605783,1.7924812503605783,1.0
14.103.114.231,2,0.0,0.0,0.0
14.103.114.85,2,0.0,1.0,1.0
14.103.114.90,4,1.0,1.0,1.0
14.103.114.92,4,1.0,1.0,1.0
14.103.115.106,2,0.0,0.0,0.0
14.103.115.117,4,0.9182958340544894,1.584962500721156,1.0
14.103.115.12,17,0.7219280948873623,2.3219280948873626,1.0
14.103.115.123,1,0.0,0.0,0.0
14.103.115.137,1,0.0,0.0,0.0
14.103.115.141,4,0.9182958340544894,1.584962500721156,1.0
14.103.115.142,2,0.0,0.0,0.0
14.103.115.156,22,3.5465935642949393,3.700439718141093,0.0
14.103.115.162,1,0.0,0.0,0.0
14.103.115.208,3,0.9182958340544894,1.584962500721156,1.0
14.103.115.215,27,4.321928094887362,4.0841837197791895,4.247927513443585
14.103.115.216,1,0.0,0.0,0.0
14.103.115.225,2,0.0,1.0,1.0
14.103.115.227,1,0.0,0.0,0.0
14.103.115.5,1,0.0,0.0,0.0
14.103.115.54,24,4.0,3.6249999999999996,0.0
14.103.115.90,1,0.0,0.0,0.0
14.103.116.0,3,1.0,1.0,4.247927513443585
14.103.116.173,8,1.459147917027245,2.251629167387823,1.811278124459133
14.103.116.192,2,0.0,0.0,0.0
14.103.116.87,12,2.321928094887362,2.4464393446710155,1.0
14.103.116.98,2,0.0,0.0,0.0
14.103.117.105,1,0.0,0.0,0.0
14.103.117.141,3,0.0,1.0,1.0
14.103.117.143,4,1.0,1.0,1.0
14.103.117.173,7,1.9182958340544896,2.251629167387823,1.5219280948873626
14.103.117.30,42,3.6087321326914346,3.173895534152188,0.9990102708804813
14.103.117.56,15,3.0,3.0,0.0
14.103.117.59,1,0.0,0.0,0.0
14.103.117.64,1,0.0,0.0,0.0
14.103.117.75,1,0.0,0.0,0.0
14.103.117.77,2,0.0,0.0,0.0
14.103.117.81,1,0.0,0.0,0.0
14.103.117.84,4,1.0,1.0,1.0
14.103.117.86,12,1.5,2.0,1.0
14.103.118.107,6,2.0,2.0,0.0
14.103.118.120,2,0.0,0.0,0.0
14.103.118.121,3,0.0,0.0,1.0
14.103.118.136,1,0.0,0.0,0.0
14.103.118.153,6,1.5,2.0,4.277613436819116
14.103.118.166,4,0.0,0.0,4.247927513443585
14.103.118.177,3,0.9182958340544894,1.584962500721156,1.0
14.103.118.190,7,1.584962500721156,1.9182958340544896,1.0
14.103.118.208,4,1.0,1.0,1.0
14.103.118.217,2,0.0,0.0,0.0
14.103.118.23,21,2.1280852788913944,2.521640636343319,4.261842390463366
14.103.118.73,3,1.0,1.0,1.0
14.103.118.74,2,0.0,0.0,1.0
14.103.118.79,3,0.9182958340544894,1.584962500721156,1.0
14.103.119.154,1,0.0,0.0,0.0
14.103.120.130,1,0.0,0.0,0.0
14.103.120.152,3,0.0,0.0,4.247927513443585
14.103.120.70,1,0.0,0.0,0.0
14.103.122.180,1,0.0,0.0,0.0
14.103.122.89,4,0.0,1.0,1.0
14.103.123.234,4,0.0,0.0,0.0
14.103.123.8,2,0.0,0.0,0.0
14.103.124.188,50,3.255241213487393,2.7873487264777927,1.0
14.103.126.104,3,0.0,0.0,1.0
14.103.127.231,1,0.0,0.0,0.0
14.103.127.233,1,0.0,0.0,0.0
14.103.127.235,5,0.9182958340544894,1.584962500721156,1.0
14.103.127.242,2,0.0,0.0,0.0
14.103.127.83,1,0.0,0.0,0.0
14.103.127.84,3,0.0,0.0,4.247927513443585
14.103.127.97,3,0.9182958340544894,1.584962500721156,1.0
14.103.132.101,4,0.0,1.0,0.0
14.103.132.205,2,0.0,0.0,0.0
14.103.132.206,6,1.584962500721156,1.9182958340544896,1.0
14.103.132.7,3,0.9182958340544894,1.584962500721156,1.0
14.103.132.8,65,5.379753126795121,4.861970277806972,4.300559092390953
14.103.133.101,1,0.0,0.0,0.0
14.103.133.104,3,0.9182958340544894,1.584962500721156,1.0
14.103.133.186,2,0.0,0.0,0.0
14.103.138.129,2,0.0,0.0,0.0
14.103.139.78,2,0.0,0.0,0.0
14.103.139.8,4,0.0,0.0,4.321928094887362
14.103.139.80,3,1.0,1.0,1.0
14.103.139.82,33,4.501629167387825,4.251629167387824,1.0
14.103.139.88,4,0.9182958340544894,1.584962500721156,1.0
14.103.140.196,10,1.561278124459133,2.1556390622295667,1.0
14.103.140.39,3,0.0,1.0,1.0
14.103.154.103,3,0.0,0.0,0.0
14.103.161.172,3,0.9182958340544894,1.584962500721156,1.0
14.103.161.183,4,0.9182958340544894,1.584962500721156,1.0
14.103.161.188,3,0.0,0.0,4.321928094887362
14.103.161.189,2,0.0,0.0,4.247927513443585
14.103.170.135,4,0.0,0.0,0.0
14.103.170.142,1,0.0,0.0,0.0
14.103.170.148,1,0.0,0.0,0.0
14.103.170.151,2,0.0,0.0,0.0
14.103.170.152,6,1.5,2.0,4.201841232302569
14.103.170.154,8,0.8112781244591328,2.0,4.201841232302569
14.103.170.157,1,0.0,0.0,0.0
14.103.170.161,1,0.0,0.0,0.0
14.103.170.162,3,0.0,0.0,4.247927513443585
14.103.170.167,12,2.0,2.0,0.0
14.103.170.168,5,0.0,0.0,3.8073549220576037
14.103.170.172,2,0.0,0.0,0.0
14.103.170.176,1,0.0,0.0,0.0
14.103.170.178,2,0.0,0.0,0.0
14.103.172.199,3,0.0,0.0,0.0
14.103.181.255,2,0.0,0.0,0.0
14.103.182.185,2,0.0,0.0,0.0
14.103.195.72,1,0.0,0.0,0.0
14.103.203.191,3,0.0,1.0,1.0
14.103.204.23,4,0.0,1.0,1.0
14.103.21.179,4,0.9182958340544894,1.584962500721156,1.0
14.103.228.246,6,1.584962500721156,1.9182958340544896,1.0
14.103.232.246,3,0.9182958340544894,1.584962500721156,1.0
14.103.233.137,2,0.0,0.0,0.0
14.103.234.168,58,3.5841600771843285,3.1858309104375326,4.129696664956762
14.103.236.234,2,0.0,0.0,0.0
14.103.239.197,1,0.0,0.0,0.0
14.103.239.48,2,0.0,0.0,0.0
14.103.245.177,1,0.0,0.0,0.0
14.103.27.46,3,1.0,1.0,1.0
14.103.37.100,1,0.0,0.0,0.0
14.103.37.34,1,0.0,0.0,0.0
14.103.37.51,1,0.0,0.0,0.0
14.103.41.249,7,1.5219280948873626,1.9219280948873625,1.0
14.103.45.20,3,0.9182958340544894,1.584962500721156,1.0
14.103.45.50,2,0.0,0.0,0.0
14.103.54.150,2,0.0,0.0,1.0
14.103.55.226,1,0.0,0.0,0.0
14.103.64.177,5,0.9182958340544894,1.584962500721156,1.0
14.103.64.39,1,0.0,0.0,0.0
14.103.71.220,6,1.5219280948873626,1.9219280948873625,1.0
14.103.76.234,3,0.9182958340544894,1.584962500721156,1.0
14.103.81.109,7,1.5219280948873626,1.9219280948873625,1.0
14.103.86.48,2,0.0,0.0,0.0
14.103.90.3,4,0.9182958340544894,1.584962500721156,1.0
14.103.91.55,3,0.0,1.0,1.0
14.103.92.40,4,0.9182958340544894,1.584962500721156,1.0
14.103.93.175,4,0.0,1.0,1.0
14.103.93.44,6,1.5,2.0,4.277613436819116
14.103.95.175,2,0.0,0.0,0.0
14.116.154.77,6,1.584962500721156,1.9182958340544896,1.0
14.116.189.74,3,0.9182958340544894,1.584962500721156,1.0
14.116.197.166,2,0.0,0.0,0.0
14.116.200.5,1,0.0,0.0,0.0
14.128.49.22,30,4.906890595608518,4.323231428797621,0.0
14.139.243.12,4,0.0,0.0,0.0
14.152.66.29,2,0.0,0.0,0.0
14.154.93.189,3,0.9182958340544894,1.584962500721156,1.0
14.160.23.45,9,1.5304930567574826,2.113283334294875,1.0
14.176.232.200,3,0.9182958340544894,1.584962500721156,1.0
14.18.105.36,2,0.0,0.0,0.0
14.18.113.233,3,0.0,1.0,1.0
14.18.234.148,2,0.0,0.0,0.0
14.18.54.181,2,0.0,0.0,0.0
14.194.128.158,1,0.0,0.0,0.0
14.195.36.118,3,0.9182958340544894,1.584962500721156,1.0
14.195.83.210,3,0.9182958340544894,1.584962500721156,1.0
14.212.132.5,3,0.0,0.0,4.321928094887362
14.215.120.90,77,3.997799475408132,3.216332000513659,0.0
14.216.13.49,3,0.0,0.0,0.0
14.22.85.219,1,0.0,0.0,0.0
14.225.192.175,3,0.9182958340544894,1.584962500721156,1.0
14.225.2.106,28,4.807354922057605,4.566108939837479,0.0
14.225.2.66,3,0.9182958340544894,1.584962500721156,1.0
14.225.206.98,3,0.9182958340544894,1.584962500721156,1.0
14.225.207.142,3,0.9182958340544894,1.584962500721156,1.0
14.225.207.220,3,0.9182958340544894,1.584962500721156,1.0
14.225.3.79,36,4.926733681937772,4.62521276604129,1.0
14.23.77.27,1,0.0,0.0,0.0
14.241.229.103,30,4.906890595608518,4.519902579793958,0.0
14.241.254.5,3,0.9182958340544894,1.584962500721156,1.0
14.29.161.6,1,0.0,0.0,0.0
14.29.179.159,1,0.0,0.0,0.0
14.29.185.145,1,0.0,0.0,0.0
14.29.192.146,1,0.0,0.0,0.0
14.29.198.130,3,0.0,0.0,0.0
14.29.203.242,2,0.0,0.0,0.0
14.29.206.18,3,0.9182958340544894,1.584962500721156,1.0
14.29.207.189,1,0.0,0.0,0.0
14.29.227.102,2,0.0,0.0,0.0
14.29.235.52,3,0.0,0.0,4.247927513443585
14.29.99.183,2,0.0,0.0,0.0
14.33.96.3,1,0.0,0.0,0.0
14.34.157.138,3,0.9182958340544894,1.584962500721156,1.0
14.37.206.76,2,1.0,1.0,0.0
14.38.13.57,1,0.0,0.0,0.0
14.40.108.220,3,0.0,1.0,3.0
14.43.137.90,1,0.0,0.0,0.0
14.45.226.52,1,0.0,1.0,3.0
14.54.22.11,1,0.0,0.0,0.0
14.55.144.22,6,0.9182958340544894,1.584962500721156,1.0
14.63.160.31,3,0.9182958340544894,1.584962500721156,1.0
14.63.196.175,15,1.3995812306460644,2.358938532350277,1.0
14.63.221.137,3,0.9182958340544894,1.584962500721156,1.0
140.206.168.98,1,0.0,0.0,0.0
140.246.104.242,1,0.0,0.0,0.0
140.246.127.23,1,0.0,0.0,0.0
140.246.168.8,1,0.0,0.0,0.0
140.246.177.52,4,0.0,1.0,0.0
140.246.218.198,2,0.0,0.0,0.0
140.246.22.5,1,0.0,0.0,0.0
140.246.228.50,2,0.0,0.0,0.0
140.246.252.249,3,0.0,1.0,0.0
140.246.26.147,2,0.0,0.0,0.0
140.246.39.223,1,0.0,0.0,0.0
140.246.53.120,2,0.0,0.0,0.0
140.246.7.151,3,0.0,0.0,4.321928094887362
140.246.83.190,1,0.0,0.0,0.0
140.249.187.232,2,0.0,0.0,0.0
140.249.215.202,4,0.0,0.0,0.0
140.249.51.235,2,0.0,0.0,0.0
140.86.12.31,3,0.9182958340544894,1.584962500721156,1.0
140.86.39.162,3,0.9182958340544894,1.584962500721156,1.0
141.105.80.66,6,1.584962500721156,1.9182958340544896,1.0
141.11.172.47,3,0.9182958340544894,1.584962500721156,1.0
141.95.162.177,3,0.9182958340544894,1.584962500721156,1.0
141.95.174.15,3,0.9182958340544894,1.584962500721156,1.0
141.95.86.36,3,0.9182958340544894,1.584962500721156,1.0
141.98.11.132,2,0.0,0.0,0.0
142.171.123.120,3,0.9182958340544894,1.584962500721156,1.0
142.179.145.166,1,0.0,0.0,0.0
142.44.212.226,20,0.0,0.0,0.0
142.44.241.112,33,4.983788058752394,4.631980771648248,1.0
142.44.247.114,6,1.584962500721156,1.9182958340544896,1.0
142.54.228.195,1,0.0,0.0,0.0
142.93.105.107,1,0.0,0.0,0.0
142.93.116.14,3,0.9182958340544894,1.584962500721156,1.0
142.93.176.114,6,1.584962500721156,1.9182958340544896,1.0
142.93.194.166,1,0.0,0.0,0.0
142.93.196.54,3,0.9182958340544894,1.584962500721156,1.0
142.93.212.248,12,0.0,0.0,0.0
142.93.220.133,6,1.584962500721156,1.9182958340544896,1.0
142.93.53.247,190,6.267270072219639,6.368276116340962,0.0
142.93.91.241,6,0.0,0.0,0.0
143.110.148.207,6,0.0,0.0,0.0
143.110.170.23,1,0.0,0.0,0.0
143.110.237.160,6,0.9182958340544894,1.9182958340544896,1.0
143.110.238.35,13,1.950825794518089,3.584962500721157,0.0
143.110.252.26,3,0.9182958340544894,1.584962500721156,1.0
143.198.116.94,1,0.0,0.0,0.0
143.198.156.222,4,0.9182958340544894,1.584962500721156,0.0
143.198.16.19,6,1.584962500721156,1.9182958340544896,1.0
143.198.166.34,2,0.0,0.0,0.0
143.198.189.144,10,1.8799649487271113,3.1699250014423126,0.0
143.198.209.17,3,0.9182958340544894,1.584962500721156,1.0
143.198.234.127,240,3.47464840933216,4.953213053667203,0.0
143.198.34.167,12,2.40400975732486,3.277613436819116,0.0
143.198.45.233,1,0.0,0.0,0.0
143.198.47.251,36,4.400432302535626,4.536286231168868,0.0
143.198.65.198,3,0.9182958340544894,1.584962500721156,1.0
143.198.90.189,3,0.9182958340544894,1.584962500721156,1.0
143.198.96.226,54,4.13899593742047,5.191951172363826,0.0
143.244.134.97,30,4.773557262275185,3.9559130951758243,0.0
143.244.161.22,3,0.9182958340544894,1.584962500721156,1.0
143.244.178.70,1,0.0,0.0,0.0
143.244.185.18,3,0.9182958340544894,1.584962500721156,1.0
143.244.190.43,3,0.9182958340544894,1.584962500721156,1.0
143.64.168.136,3,0.9182958340544894,1.584962500721156,1.0
144.126.207.244,33,4.983788058752394,4.317121392085727,1.0
144.172.102.77,3,0.9182958340544894,1.584962500721156,1.0
144.217.13.134,30,4.906890595608518,4.389898095464288,0.0
144.22.61.30,2,1.0,1.0,0.0
144.34.181.88,27,4.208410187268527,3.5706590410139474,4.249460279921617
144.34.186.133,9,1.5304930567574826,2.113283334294875,1.0
144.34.212.238,3,0.9182958340544894,1.584962500721156,1.0
144.48.225.197,6,0.8112781244591328,2.0,0.0
144.48.39.222,1,0.0,0.0,0.0
144.48.49.68,1,0.0,0.0,0.0
144.48.8.100,3,0.9182958340544894,1.584962500721156,1.0
144.91.116.56,3,0.9182958340544894,1.584962500721156,1.0
145.239.85.111,6,1.584962500721156,1.9182958340544896,1.0
146.190.122.194,1,0.0,0.0,0.0
146.190.124.208,3,0.9182958340544894,1.584962500721156,1.0
146.190.129.112,3,0.9182958340544894,1.584962500721156,1.0
146.190.143.102,3,0.9182958340544894,1.584962500721156,1.0
146.190.154.85,6,1.584962500721156,1.9182958340544896,1.0
146.190.155.141,30,4.840223928941851,4.251841113795077,0.0
